time,speed,travel,x,y,z,grounded,lift,torque,contact
0.013,23.774,0.475,-630.212,8.192,-149.585,4,7.788,0.078,"Ground_80_320:(0.00, 1.00, 0.00)"
0.033,23.787,0.951,-630.220,8.191,-149.109,4,8.296,0.047,"Ground_80_240:(0.00, 1.00, 0.00)"
0.053,23.798,1.427,-630.228,8.189,-148.633,4,8.767,0.024,"Ground_80_240:(0.00, 1.00, 0.00)"
0.073,23.808,1.903,-630.235,8.187,-148.157,4,9.201,0.005,"Ground_80_240:(0.00, 1.00, 0.00)"
0.093,23.817,2.379,-630.243,8.184,-147.681,4,9.587,0.011,"Ground_80_240:(0.00, 1.00, 0.00)"
0.113,23.825,2.856,-630.251,8.182,-147.205,4,9.919,0.023,"Ground_80_240:(0.00, 1.00, 0.00)"
0.133,23.833,3.332,-630.259,8.180,-146.728,4,10.197,0.030,"Ground_80_240:(0.00, 1.00, 0.00)"
0.153,23.839,3.809,-630.267,8.179,-146.252,4,10.420,0.034,"Ground_80_240:(0.00, 1.00, 0.00)"
0.173,23.845,4.286,-630.275,8.177,-145.775,4,10.591,0.038,"Ground_80_240:(0.00, 1.00, 0.00)"
0.193,23.850,4.763,-630.283,8.176,-145.298,4,10.711,0.041,"Ground_80_240:(0.00, 1.00, 0.00)"
0.213,23.855,5.240,-630.291,8.176,-144.821,4,10.784,0.041,"Ground_80_240:(0.00, 1.00, 0.00)"
0.233,23.859,5.717,-630.298,8.175,-144.344,4,10.818,0.039,"Ground_80_240:(0.00, 1.00, 0.00)"
0.253,23.863,6.194,-630.306,8.175,-143.867,4,10.817,0.037,"Ground_80_240:(0.00, 1.00, 0.00)"
0.273,23.866,6.672,-630.314,8.176,-143.389,4,10.786,0.036,"Ground_80_240:(0.00, 1.00, 0.00)"
0.293,23.869,7.149,-630.322,8.177,-142.912,4,10.730,0.033,"Ground_80_240:(0.00, 1.00, 0.00)"
0.313,23.872,7.626,-630.330,8.178,-142.435,4,10.655,0.029,"Ground_80_240:(0.00, 1.00, 0.00)"
