time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,522.570,82.400,-129.832,0.270,3,1.000,1,0.680,1.000,0.000,0.000
0.040,522.561,82.400,-129.838,0.538,3,1.000,1,0.681,1.000,0.000,0.000
0.060,522.548,82.400,-129.846,0.805,3,1.000,1,0.681,1.000,0.000,-0.001
0.080,522.529,82.400,-129.857,1.069,3,1.000,1,0.682,1.000,0.000,-0.001
0.100,522.506,82.400,-129.869,1.333,3,1.000,1,0.682,1.000,0.000,-0.002
0.120,522.478,82.399,-129.885,1.594,3,0.999,1,0.682,1.000,0.000,-0.002
0.140,522.445,82.399,-129.902,1.854,3,0.999,1,0.682,1.000,0.000,-0.003
0.160,522.407,82.398,-129.921,2.113,3,0.998,1,0.682,1.000,0.000,-0.004
0.180,522.364,82.396,-129.943,2.370,3,0.998,1,0.682,1.000,0.000,-0.004
0.200,522.316,82.394,-129.966,2.627,3,0.997,1,0.681,1.000,0.000,-0.005
0.220,522.264,82.392,-129.991,2.881,3,0.997,1,0.681,1.000,0.000,-0.006
0.240,522.207,82.390,-130.019,3.135,3,0.996,1,0.679,1.000,0.000,-0.006
0.260,522.145,82.387,-130.048,3.388,3,0.996,1,0.678,1.000,0.000,-0.006
0.280,522.079,82.384,-130.079,3.639,3,0.995,1,0.676,1.000,0.000,-0.006
0.300,522.008,82.381,-130.112,3.889,3,0.994,1,0.700,1.000,0.000,-0.007
0.320,521.932,82.378,-130.146,4.138,3,0.994,1,0.700,1.000,0.000,-0.007
0.340,521.852,82.374,-130.183,4.386,3,0.993,1,0.696,1.000,0.000,-0.006
0.360,521.767,82.371,-130.221,4.633,4,0.993,1,0.693,1.000,0.000,-0.006
0.380,521.678,82.369,-130.262,4.879,4,0.992,1,0.691,1.000,0.000,-0.006
0.400,521.585,82.366,-130.304,5.123,4,0.992,1,0.688,1.000,0.000,-0.005
0.420,521.487,82.364,-130.348,5.365,4,0.991,1,0.686,1.000,0.000,-0.005
0.440,521.384,82.362,-130.393,5.607,4,0.991,1,0.684,1.000,0.000,-0.004
0.460,521.278,82.360,-130.441,5.841,4,0.991,1,0.682,0.975,0.000,-0.004
0.480,521.168,82.359,-130.490,6.034,4,0.990,1,0.681,0.811,0.000,-0.003
0.500,521.054,82.357,-130.540,6.194,4,0.990,1,0.679,0.676,0.000,-0.002
0.520,520.939,82.356,-130.591,6.327,4,0.990,1,0.678,0.564,0.000,-0.001
0.540,520.821,82.355,-130.644,6.438,4,0.990,1,0.677,0.471,0.000,0.000
0.560,520.702,82.353,-130.697,6.529,4,0.989,1,0.675,0.394,0.000,0.000
0.580,520.582,82.352,-130.751,6.605,4,0.989,1,0.674,0.330,0.000,0.001
