time,speed,grounded,timer,visible
2.310,20.869,4,1.960,False
2.319,20.869,4,1.960,False
2.327,20.869,4,1.960,False
2.335,20.973,4,1.980,False
2.344,20.973,4,1.980,False
2.352,21.075,4,2.000,False
2.360,21.075,4,2.000,False
2.369,21.076,4,2.000,False
2.377,21.177,4,2.020,False
2.385,21.177,4,2.020,False
2.394,21.277,4,2.040,False
2.402,21.277,4,2.040,False
2.411,21.376,4,2.060,False
2.419,21.377,4,2.060,False
2.427,21.377,4,2.060,False
2.436,21.475,4,2.080,False
2.444,21.475,4,2.080,False
2.452,21.572,4,2.100,False
2.461,21.572,4,2.100,False
2.469,21.572,4,2.100,False
2.477,21.668,4,2.120,False
2.486,21.669,4,2.120,False
2.494,21.763,4,2.140,False
2.502,21.764,4,2.140,False
2.511,21.858,4,2.160,False
2.519,21.858,4,2.160,False
2.527,21.858,4,2.160,False
2.536,21.951,4,2.180,False
2.544,21.951,4,2.180,False
2.552,22.043,4,2.200,False
2.561,22.043,4,2.200,False
2.569,22.044,4,2.200,False
2.577,22.135,4,2.220,False
2.586,22.135,4,2.220,False
2.594,22.225,4,2.240,False
2.602,22.225,4,2.240,False
2.611,22.314,4,2.260,False
2.619,22.314,4,2.260,False
2.627,22.315,4,2.260,False
2.636,22.402,4,2.280,False
2.644,22.403,4,2.280,False
2.652,22.490,4,2.300,False
2.661,22.490,4,2.300,False
2.669,22.490,4,2.300,False
2.677,22.576,4,2.320,False
2.686,22.576,4,2.320,False
2.694,22.661,4,2.340,False
2.702,22.661,4,2.340,False
2.711,22.745,4,2.360,False
2.719,22.745,4,2.360,False
2.727,22.746,4,2.360,False
2.736,22.828,4,2.380,False
2.744,22.829,4,2.380,False
2.752,22.910,4,2.400,False
2.761,22.911,4,2.400,False
2.769,22.911,4,2.400,False
2.778,22.991,4,2.420,False
2.786,22.992,4,2.420,False
2.794,23.071,4,2.440,False
2.803,23.071,4,2.440,False
2.811,23.149,4,2.460,False
2.819,23.150,4,2.460,False
2.828,23.150,4,2.460,False
2.836,23.227,4,2.480,False
2.844,23.228,4,2.480,False
2.853,23.303,4,2.500,False
2.861,23.304,4,2.500,False
2.869,23.305,4,2.500,False
2.878,23.379,4,2.520,False
2.886,23.380,4,2.520,False
2.894,23.453,4,2.540,False
2.903,23.454,4,2.540,False
2.911,23.526,4,2.560,False
2.919,23.527,4,2.560,False
2.928,23.528,4,2.560,False
2.936,23.598,4,2.580,False
2.944,23.599,4,2.580,False
2.953,23.669,4,2.600,False
2.961,23.670,4,2.600,False
2.969,23.671,4,2.600,False
2.978,23.739,4,2.620,False
2.986,23.740,4,2.620,False
2.994,23.807,4,2.640,False
3.003,23.808,4,2.640,False
3.011,23.874,4,2.660,False
3.019,23.875,4,2.660,False
3.028,23.876,4,2.660,False
3.036,23.941,4,2.680,False
3.044,23.942,4,2.680,False
3.053,24.007,4,2.700,False
3.061,24.007,4,2.700,False
3.069,24.008,4,2.700,False
3.078,24.071,4,2.720,False
3.086,24.072,4,2.720,False
3.094,24.134,4,2.740,False
3.103,24.135,4,2.740,False
3.111,24.196,4,2.760,False
3.119,24.197,4,2.760,False
3.128,24.198,4,2.760,False
3.137,24.258,4,2.780,False
3.145,24.259,4,2.780,False
3.153,24.318,4,2.800,False
3.162,24.319,4,2.800,False
3.170,24.320,4,2.800,False
3.178,24.378,4,2.820,False
3.187,24.379,4,2.820,False
3.195,24.436,4,2.840,False
3.203,24.437,4,2.840,False
3.212,24.494,4,2.860,False
3.220,24.494,4,2.860,False
3.228,24.495,4,2.860,False
3.237,24.551,4,2.880,False
3.245,24.551,4,2.880,False
3.253,24.606,4,2.900,False
3.262,24.606,4,2.900,False
3.270,24.607,4,2.900,False
3.278,24.661,4,2.920,False
3.287,24.661,4,2.920,False
3.295,24.714,4,2.940,False
3.303,24.715,4,2.940,False
3.312,24.767,4,2.960,False
3.320,24.768,4,2.960,False
3.328,24.768,4,2.960,False
3.337,24.820,4,2.980,False
3.345,24.820,4,2.980,False
3.353,24.871,4,3.000,False
3.362,24.871,4,3.000,False
3.370,24.872,4,3.000,False
3.378,24.922,4,3.020,True
