time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,35.662,0.713,-623.817,8.342,-149.242,4,7.800,0.042,"",0.000,0.000,0.000,35.662,0.000,1.000,-39.287
0.040,35.661,1.426,-623.828,8.341,-148.528,4,8.392,0.006,"",0.169,0.000,0.000,35.661,0.000,1.000,-38.574
0.060,35.660,2.139,-623.840,8.339,-147.815,4,8.946,0.017,"",0.170,0.000,-0.001,35.660,0.000,1.000,-37.861
0.080,35.659,2.852,-623.852,8.337,-147.103,4,9.448,0.032,"",0.170,0.000,0.002,35.659,0.000,1.000,-37.148
0.100,35.658,3.565,-623.864,8.335,-146.390,4,9.885,0.039,"",0.171,0.000,-0.003,35.658,0.000,1.000,-36.435
0.120,35.657,4.279,-623.875,8.334,-145.677,4,10.248,0.042,"",0.171,0.000,0.004,35.657,0.000,1.000,-35.721
0.140,35.656,4.992,-623.887,8.332,-144.964,4,10.536,0.042,"",0.172,0.000,-0.004,35.656,0.000,1.000,-35.008
0.160,35.654,5.705,-623.899,8.331,-144.251,4,10.751,0.040,"",0.172,0.000,0.005,35.655,0.000,1.000,-34.295
0.180,35.653,6.418,-623.911,8.331,-143.538,4,10.898,0.037,"",0.173,0.000,-0.006,35.654,0.000,1.000,-33.583
0.200,35.652,7.130,-623.923,8.331,-142.825,4,10.984,0.033,"",0.173,0.000,0.006,35.652,0.000,1.000,-32.870
0.220,35.651,7.843,-623.934,8.331,-142.112,4,11.017,0.029,"",0.174,0.000,-0.007,35.651,0.000,1.000,-32.157
0.240,35.650,8.556,-623.946,8.332,-141.399,4,11.004,0.025,"",0.174,0.000,0.007,35.650,0.000,1.000,-31.444
0.260,35.649,9.269,-623.958,8.333,-140.686,4,10.955,0.021,"",0.175,0.000,-0.008,35.649,0.000,1.000,-30.731
0.280,35.648,9.982,-623.970,8.335,-139.974,4,10.877,0.017,"",0.175,0.000,0.008,35.648,0.000,1.000,-30.018
0.300,35.647,10.695,-623.981,8.337,-139.261,4,10.778,0.014,"",0.176,0.000,-0.008,35.647,0.000,1.000,-29.305
0.320,35.646,11.408,-623.993,8.340,-138.548,4,10.665,0.012,"",0.176,0.000,0.008,35.646,0.000,1.000,-28.592
0.340,35.645,12.121,-624.005,8.342,-137.835,4,10.543,0.009,"",0.177,0.000,-0.008,35.645,0.000,1.000,-27.879
0.360,35.644,12.834,-624.017,8.345,-137.122,4,10.418,0.007,"",0.177,0.000,0.009,35.644,0.000,1.000,-27.166
0.380,35.643,13.547,-624.029,8.349,-136.410,4,10.295,0.006,"",0.178,0.000,-0.009,35.643,0.000,1.000,-26.453
0.400,35.643,14.260,-624.040,8.352,-135.697,4,10.177,0.004,"",0.178,0.000,0.009,35.643,0.000,1.000,-25.740
0.420,35.642,14.972,-624.052,8.356,-134.984,4,10.066,0.003,"",0.179,0.000,-0.009,35.642,0.000,1.000,-25.028
0.440,35.641,15.685,-624.064,8.359,-134.272,4,9.965,0.003,"",0.179,0.000,0.009,35.641,0.000,1.000,-24.315
0.460,35.640,16.398,-624.076,8.363,-133.559,4,9.875,0.002,"",0.180,0.000,-0.009,35.640,0.000,1.000,-23.602
0.480,35.640,17.111,-624.088,8.366,-132.846,4,9.797,0.001,"",0.180,0.000,0.009,35.640,0.000,1.000,-22.889
0.500,35.639,17.824,-624.099,8.370,-132.134,4,9.731,0.001,"",0.180,0.000,-0.009,35.639,0.000,1.000,-22.176
0.520,35.638,18.536,-624.111,8.373,-131.421,4,9.678,0.001,"",0.181,0.000,0.009,35.638,0.000,1.000,-21.464
0.540,35.638,19.249,-624.123,8.376,-130.708,4,9.636,0.000,"",0.181,0.000,-0.009,35.638,0.000,1.000,-20.751
0.560,35.637,19.962,-624.135,8.380,-129.996,4,9.605,0.000,"",0.181,0.000,0.009,35.637,0.000,1.000,-20.038
0.580,35.636,20.674,-624.146,8.383,-129.283,4,9.584,0.000,"",0.182,0.000,-0.009,35.636,0.000,1.000,-19.326
0.600,35.636,21.387,-624.158,8.386,-128.570,4,9.573,0.000,"",0.182,0.000,0.009,35.636,0.000,1.000,-18.613
0.620,35.635,22.100,-624.170,8.389,-127.858,4,9.569,0.000,"",0.182,0.000,-0.009,35.635,0.000,1.000,-17.900
