time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,35.662,0.713,-625.516,8.342,-149.270,4,7.800,0.076,"",0.000,0.000,0.000,35.662,0.000,1.000,-39.287
0.040,35.662,1.426,-625.528,8.341,-148.557,4,8.411,0.013,"",0.169,0.000,0.000,35.662,0.000,1.000,-38.574
0.060,35.662,2.139,-625.540,8.339,-147.844,4,8.982,0.022,"",0.169,0.000,-0.001,35.662,0.000,1.000,-37.861
0.080,35.662,2.852,-625.552,8.337,-147.131,4,9.493,0.039,"",0.169,0.000,0.002,35.662,0.000,1.000,-37.148
0.100,35.661,3.566,-625.563,8.336,-146.418,4,9.929,0.046,"",0.169,0.000,-0.003,35.662,0.000,1.000,-36.434
0.120,35.661,4.279,-625.575,8.334,-145.705,4,10.284,0.046,"",0.169,0.000,0.004,35.661,0.000,1.000,-35.721
0.140,35.661,4.992,-625.587,8.333,-144.991,4,10.559,0.043,"",0.169,0.000,-0.005,35.661,0.000,1.000,-35.008
0.160,35.660,5.705,-625.599,8.332,-144.278,4,10.759,0.039,"",0.170,0.000,0.006,35.661,0.000,1.000,-34.295
0.180,35.660,6.418,-625.611,8.331,-143.565,4,10.891,0.034,"",0.170,0.000,-0.006,35.660,0.000,1.000,-33.582
0.200,35.660,7.131,-625.622,8.331,-142.852,4,10.963,0.029,"",0.170,0.000,0.007,35.660,0.000,1.000,-32.869
0.220,35.659,7.844,-625.634,8.332,-142.139,4,10.984,0.024,"",0.170,0.000,0.007,35.659,0.000,1.000,-32.156
0.240,35.659,8.558,-625.646,8.333,-141.426,4,10.964,0.020,"",0.170,0.000,-0.008,35.659,0.000,1.000,-31.442
0.260,35.658,9.271,-625.658,8.334,-140.713,4,10.910,0.017,"",0.171,0.000,-0.008,35.658,0.000,1.000,-30.729
0.280,35.658,9.984,-625.669,8.336,-140.000,4,10.831,0.014,"",0.171,0.000,-0.008,35.658,0.000,1.000,-30.016
0.300,35.658,10.697,-625.681,8.338,-139.287,4,10.734,0.011,"",0.171,0.000,0.008,35.658,0.000,1.000,-29.303
0.320,35.657,11.410,-625.693,8.340,-138.574,4,10.624,0.009,"",0.171,0.000,0.008,35.657,0.000,1.000,-28.590
0.340,35.657,12.123,-625.705,8.343,-137.861,4,10.507,0.007,"",0.171,0.000,0.008,35.657,0.000,1.000,-27.877
0.360,35.657,12.836,-625.716,8.346,-137.148,4,10.389,0.006,"",0.172,0.000,-0.009,35.657,0.000,1.000,-27.164
0.380,35.656,13.549,-625.728,8.349,-136.435,4,10.273,0.005,"",0.172,0.000,-0.009,35.656,0.000,1.000,-26.451
0.400,35.656,14.262,-625.740,8.352,-135.722,4,10.161,0.004,"",0.172,0.000,-0.009,35.656,0.000,1.000,-25.738
0.420,35.656,14.976,-625.752,8.356,-135.009,4,10.057,0.003,"",0.172,0.000,0.009,35.656,0.000,1.000,-25.024
0.440,35.655,15.689,-625.764,8.359,-134.296,4,9.963,0.002,"",0.172,0.000,0.009,35.655,0.000,1.000,-24.311
0.460,35.655,16.402,-625.775,8.363,-133.583,4,9.879,0.002,"",0.172,0.000,0.009,35.655,0.000,1.000,-23.598
0.480,35.655,17.115,-625.787,8.366,-132.870,4,9.805,0.002,"",0.173,0.000,-0.009,35.655,0.000,1.000,-22.885
0.500,35.654,17.828,-625.799,8.370,-132.157,4,9.744,0.001,"",0.173,0.000,-0.009,35.654,0.000,1.000,-22.172
0.520,35.654,18.541,-625.811,8.373,-131.444,4,9.693,0.001,"",0.173,0.000,-0.009,35.654,0.000,1.000,-21.459
0.540,35.654,19.254,-625.822,8.376,-130.731,4,9.653,0.001,"",0.173,0.000,0.009,35.654,0.000,1.000,-20.746
0.560,35.654,19.967,-625.834,8.380,-130.018,4,9.624,0.001,"",0.173,0.000,0.009,35.654,0.000,1.000,-20.033
0.580,35.653,20.680,-625.846,8.383,-129.305,4,9.604,0.001,"",0.173,0.000,0.009,35.653,0.000,1.000,-19.320
0.600,35.653,21.393,-625.858,8.386,-128.592,4,9.592,0.000,"",0.173,0.000,-0.009,35.653,0.000,1.000,-18.607
0.620,35.653,22.106,-625.870,8.389,-127.879,4,9.588,0.000,"",0.173,0.000,-0.009,35.653,0.000,1.000,-17.894
0.640,35.653,22.819,-625.881,8.392,-127.166,4,9.590,0.000,"",0.174,0.000,-0.009,35.653,0.000,1.000,-17.181
0.660,35.652,23.532,-625.893,8.395,-126.453,4,9.597,0.000,"",0.174,0.000,0.009,35.652,0.000,1.000,-16.468
0.680,35.652,24.245,-625.905,8.397,-125.741,4,9.609,0.000,"",0.174,0.000,0.009,35.652,0.000,1.000,-15.755
