time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,11.887,0.238,-630.208,8.342,-149.823,4,7.780,0.042,"",0.000,0.000,0.000,11.887,0.000,1.000,-39.762
0.040,11.895,0.475,-630.212,8.341,-149.585,4,8.231,0.007,"",0.056,0.000,0.000,11.895,0.000,1.000,-39.525
0.060,11.901,0.713,-630.216,8.339,-149.347,4,8.657,0.018,"",0.053,0.000,0.001,11.902,0.000,1.000,-39.287
0.080,11.800,0.949,-630.220,8.336,-149.111,4,9.049,0.032,"",0.049,0.000,-0.002,11.801,0.000,1.000,-39.051
0.100,11.817,1.186,-630.223,8.334,-148.875,4,9.402,0.040,"",0.100,0.000,0.003,11.818,0.000,1.000,-38.814
0.120,11.832,1.422,-630.227,8.332,-148.638,4,9.706,0.043,"",0.091,0.000,-0.004,11.833,0.000,1.000,-38.578
0.140,11.846,1.659,-630.231,8.329,-148.402,4,9.963,0.043,"",0.084,0.000,0.005,11.846,0.000,1.000,-38.341
0.160,11.857,1.896,-630.235,8.327,-148.164,4,10.173,0.041,"",0.077,0.000,-0.005,11.858,0.000,1.000,-38.104
0.180,11.868,2.133,-630.239,8.325,-147.927,4,10.336,0.038,"",0.071,0.000,0.006,11.869,0.000,1.000,-37.867
0.200,11.877,2.371,-630.243,8.323,-147.690,4,10.457,0.034,"",0.066,0.000,-0.006,11.878,0.000,1.000,-37.629
0.220,11.885,2.608,-630.247,8.322,-147.452,4,10.538,0.030,"",0.061,0.000,0.007,11.886,0.000,1.000,-37.392
0.240,11.893,2.846,-630.251,8.321,-147.214,4,10.584,0.026,"",0.057,0.000,-0.007,11.893,0.000,1.000,-37.154
0.260,11.899,3.084,-630.255,8.320,-146.976,4,10.599,0.022,"",0.054,0.000,0.008,11.899,0.000,1.000,-36.916
0.280,11.905,3.322,-630.259,8.319,-146.738,4,10.590,0.018,"",0.051,0.000,-0.008,11.905,0.000,1.000,-36.678
0.300,11.803,3.558,-630.263,8.319,-146.502,4,10.560,0.015,"",0.048,0.000,0.008,11.803,0.000,1.000,-36.442
0.320,11.819,3.795,-630.267,8.319,-146.266,4,10.514,0.012,"",0.099,0.000,-0.008,11.819,0.000,1.000,-36.205
0.340,11.834,4.031,-630.270,8.320,-146.029,4,10.456,0.010,"",0.090,0.000,0.009,11.834,0.000,1.000,-35.969
0.360,11.846,4.268,-630.274,8.320,-145.793,4,10.389,0.009,"",0.083,0.000,-0.009,11.846,0.000,1.000,-35.732
0.380,11.858,4.505,-630.278,8.321,-145.555,4,10.316,0.007,"",0.077,0.000,0.009,11.858,0.000,1.000,-35.495
0.400,11.868,4.743,-630.282,8.322,-145.318,4,10.241,0.006,"",0.071,0.000,-0.009,11.868,0.000,1.000,-35.257
