time,x,y,z,speed,vx,vy,vz,throttle,brake,steer,wheels,suspension,alignment,up,contact
0.008,1064.208,145.989,201.675,39.626,-39.626,-0.069,0.000,0.000,0.000,0.000,4,7.803,1.515,1.000,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971064;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971065;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09814322;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1003169;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.159488;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1605086;"
0.028,1063.426,146.001,201.675,39.464,-39.463,0.601,-0.001,0.187,0.000,0.000,4,13.202,0.873,1.000,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0273871;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2022971;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2022971;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0273871;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09722415;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09934276;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2621152;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.08720963;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2621152;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.08720964;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1585701;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1595342;"
0.048,1062.647,146.022,201.675,39.380,-39.386,1.091,0.000,0.268,0.000,0.000,4,19.438,6.852,0.998,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005860079;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1216962;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1220464;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005509797;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0408701;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04227498;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1818513;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06532294;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1815018;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0656725;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06551844;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.08417732;"
0.068,1061.869,146.066,201.675,39.215,-39.159,2.225,0.003,0.310,0.000,0.000,4,28.471,9.432,0.997,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001399443;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04389871;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04413718;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001160937;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01011324;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01062945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1039454;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06096279;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1037083;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06120003;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07052359;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07076165;"
0.088,1061.089,146.125,201.675,39.150,-39.040,2.942,0.001,0.392,0.000,0.000,4,25.280,4.490,0.997,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0003630607;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.008673784;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.00876233;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.000274503;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001220524;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001321912;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06857163;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06007102;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0684827;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06015998;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06280518;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06372142;"
0.108,1060.308,146.188,201.675,39.172,-39.044,3.169,0.000,0.425,0.000,0.000,4,20.669,0.885,0.997,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0001180859;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001660448;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.00171867;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=5.984791E-05;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=8.365512E-05;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0001029372;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06150737;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05984538;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06145292;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05989987;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05989113;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05994567;"
0.128,1059.528,146.256,201.675,39.194,-39.050,3.363,-0.001,0.414,0.000,0.000,4,19.430,0.625,0.997,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003240638;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0003340864;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0003433526;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003231392;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008524358;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.000861495;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06014889;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06304132;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06013884;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06305139;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06110698;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06142181;"
0.148,1058.747,146.326,201.675,39.215,-39.056,3.529,-0.002,0.403,0.000,0.000,4,18.049,0.504,0.996,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.009668933;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003422136;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003389776;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.009701278;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005124668;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005157322;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06318769;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06950984;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06322218;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06947535;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06322035;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06490446;"
0.168,1057.966,146.399,201.675,39.233,-39.063,3.665,-0.003,0.393,0.000,0.000,4,16.543,0.400,0.996,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01893188;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01027493;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01020661;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01900024;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01271313;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01346382;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07002559;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07881641;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07008974;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07875224;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07134655;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07225934;"
0.188,1057.185,146.475,201.675,39.251,-39.072,3.770,-0.003,0.383,0.000,0.000,4,14.994,0.309,0.996,"Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.03052524;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02023657;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02013731;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.03062448;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02039453;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02049455;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07994479;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.09043121;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0800436;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0903324;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.08069608;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0818969;"
