time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,11.887,0.238,-628.223,8.809,14.757,4,7.800,0.080,"Ground_80_240:(0.00, 1.00, 0.00)",0.000,0.000,0.000,11.887,0.000,1.000,124.762
0.040,11.899,0.476,-628.219,8.808,14.519,4,8.095,0.046,"Ground_80_320:(0.00, 1.00, 0.00)",0.056,0.000,0.000,11.899,0.000,1.000,124.524
0.060,11.909,0.714,-628.215,8.806,14.281,4,8.383,0.019,"Ground_80_320:(0.00, 1.00, 0.00)",0.051,0.000,0.000,11.909,0.000,1.000,124.286
0.080,11.810,0.950,-628.211,8.803,14.045,4,8.658,0.002,"Ground_80_320:(0.00, 1.00, 0.00)",0.046,0.000,0.001,11.811,0.000,1.000,124.050
0.100,11.833,1.187,-628.207,8.800,13.808,4,8.911,0.019,"Ground_80_320:(0.00, 1.00, 0.00)",0.095,0.000,-0.002,11.834,0.000,1.000,123.813
0.120,11.853,1.424,-628.203,8.797,13.571,4,9.149,0.031,"Ground_80_320:(0.00, 1.00, 0.00)",0.083,0.000,-0.003,11.854,0.000,1.000,123.576
0.140,11.870,1.662,-628.199,8.794,13.334,4,9.365,0.039,"Ground_80_320:(0.00, 1.00, 0.00)",0.074,0.000,0.004,11.871,0.000,1.000,123.338
0.160,11.884,1.899,-628.195,8.790,13.096,4,9.558,0.045,"Ground_80_320:(0.00, 1.00, 0.00)",0.065,0.000,0.004,11.885,0.000,1.000,123.101
0.180,11.897,2.137,-628.192,8.787,12.858,4,9.727,0.048,"Ground_80_320:(0.00, 1.00, 0.00)",0.058,0.000,-0.005,11.898,0.000,1.000,122.863
0.200,11.907,2.376,-628.188,8.784,12.620,4,9.872,0.049,"Ground_80_320:(0.00, 1.00, 0.00)",0.052,0.000,-0.006,11.908,0.000,1.000,122.624
0.220,11.810,2.612,-628.184,8.780,12.383,4,9.994,0.049,"Ground_80_320:(0.00, 1.00, 0.00)",0.046,0.000,0.007,11.810,0.000,1.000,122.388
0.240,11.833,2.849,-628.180,8.777,12.147,4,10.092,0.047,"Ground_80_320:(0.00, 1.00, 0.00)",0.095,0.000,0.007,11.834,0.000,1.000,122.151
0.260,11.853,3.086,-628.176,8.774,11.910,4,10.171,0.045,"Ground_80_320:(0.00, 1.00, 0.00)",0.083,0.000,-0.008,11.854,0.000,1.000,121.914
0.280,11.870,3.323,-628.172,8.771,11.672,4,10.230,0.042,"Ground_80_320:(0.00, 1.00, 0.00)",0.073,0.000,-0.008,11.871,0.000,1.000,121.677
