time,station,travel,lateral,x,y,z,speed,up,water
0.00,5.07,0.07,0.68,694.48,80.21,-97.16,0.00,1.000,0.000
0.02,5.07,0.07,0.68,694.48,80.21,-97.16,0.29,1.000,0.000
0.04,5.08,0.08,0.67,694.49,80.21,-97.17,0.57,1.000,0.000
0.06,5.10,0.10,0.67,694.50,80.21,-97.18,0.86,1.000,0.000
0.08,5.11,0.11,0.67,694.52,80.21,-97.18,1.13,0.999,0.000
0.10,5.14,0.14,0.67,694.54,80.20,-97.20,1.41,0.999,0.000
0.12,5.17,0.17,0.66,694.57,80.20,-97.21,1.68,0.999,0.000
0.14,5.20,0.20,0.66,694.60,80.20,-97.23,1.95,0.998,0.000
0.16,5.25,0.25,0.66,694.64,80.21,-97.24,2.21,0.998,0.000
0.18,5.29,0.29,0.65,694.68,80.21,-97.27,2.48,0.997,0.000
0.20,5.35,0.35,0.65,694.73,80.21,-97.29,2.73,0.997,0.000
0.22,5.40,0.40,0.65,694.78,80.21,-97.32,2.99,0.996,0.000
0.24,5.47,0.47,0.64,694.83,80.22,-97.35,3.24,0.996,0.000
0.26,5.54,0.54,0.64,694.90,80.22,-97.38,3.50,0.996,0.000
0.28,5.61,0.61,0.64,694.96,80.23,-97.41,3.75,0.996,0.000
0.30,5.69,0.69,0.64,695.03,80.23,-97.45,3.99,0.995,0.000
0.32,5.77,0.77,0.64,695.11,80.24,-97.48,4.24,0.995,0.000
0.34,5.86,0.86,0.64,695.19,80.25,-97.53,4.48,0.995,0.000
0.36,5.96,0.96,0.64,695.27,80.26,-97.57,4.73,0.995,0.000
0.38,6.06,1.06,0.64,695.36,80.27,-97.61,4.97,0.995,0.000
0.40,6.16,1.16,0.64,695.45,80.28,-97.66,5.21,0.995,0.000
0.42,6.27,1.27,0.64,695.54,80.29,-97.71,5.44,0.995,0.000
0.44,6.38,1.38,0.64,695.65,80.30,-97.76,5.68,0.995,0.000
0.46,6.50,1.50,0.64,695.75,80.32,-97.81,5.91,0.995,0.000
0.48,6.62,1.62,0.64,695.86,80.33,-97.87,6.14,0.995,0.000
0.50,6.75,1.75,0.64,695.97,80.34,-97.93,6.38,0.995,0.000
0.52,6.88,1.88,0.64,696.09,80.36,-97.99,6.61,0.995,0.000
0.54,7.02,2.02,0.65,696.21,80.37,-98.05,6.83,0.995,0.000
0.56,7.16,2.16,0.65,696.33,80.39,-98.12,7.06,0.995,0.000
0.58,7.31,2.31,0.65,696.46,80.40,-98.18,7.29,0.995,0.000
0.60,7.46,2.46,0.65,696.60,80.42,-98.25,7.51,0.995,0.000
0.62,7.61,2.61,0.65,696.73,80.44,-98.32,7.73,0.995,0.000
0.64,7.77,2.77,0.65,696.87,80.45,-98.39,7.95,0.995,0.000
0.66,7.93,2.93,0.65,697.02,80.47,-98.47,8.17,0.995,0.000
0.68,8.10,3.10,0.65,697.17,80.49,-98.54,8.39,0.995,0.000
0.70,8.27,3.27,0.65,697.32,80.51,-98.62,8.61,0.995,0.000
0.72,8.45,3.45,0.65,697.47,80.52,-98.70,8.83,0.995,0.000
0.74,8.63,3.63,0.65,697.63,80.54,-98.79,9.04,0.995,0.000
0.76,8.82,3.82,0.65,697.80,80.56,-98.87,9.25,0.995,0.000
0.78,9.01,4.01,0.65,697.96,80.58,-98.96,9.46,0.995,0.000
0.80,9.20,4.20,0.65,698.13,80.60,-99.05,9.67,0.995,0.000
0.82,9.40,4.40,0.65,698.31,80.62,-99.14,9.88,0.995,0.000
0.84,9.60,4.60,0.65,698.49,80.64,-99.23,10.09,0.995,0.000
0.86,9.80,4.80,0.65,698.67,80.66,-99.32,10.29,0.995,0.000
0.88,10.01,5.01,0.65,698.85,80.68,-99.42,10.46,0.995,0.000
0.90,10.23,5.23,0.65,699.04,80.70,-99.52,10.61,0.995,0.000
0.92,10.44,5.44,0.65,699.23,80.72,-99.62,10.75,0.995,0.000
0.94,10.66,5.66,0.65,699.42,80.74,-99.72,10.86,0.995,0.000
0.96,10.88,5.88,0.65,699.62,80.77,-99.82,10.97,0.995,0.000
0.98,11.10,6.10,0.65,699.81,80.79,-99.92,11.06,0.995,0.000
1.00,11.32,6.32,0.65,700.01,80.81,-100.02,11.14,0.995,0.000
1.02,11.55,6.55,0.65,700.21,80.83,-100.12,11.21,0.995,0.000
1.04,11.77,6.77,0.65,700.40,80.85,-100.23,11.28,0.995,0.000
1.06,12.00,7.00,0.65,700.60,80.88,-100.33,11.33,0.995,0.000
1.08,12.23,7.23,0.65,700.81,80.90,-100.44,11.38,0.995,0.000
1.10,12.45,7.45,0.65,701.01,80.92,-100.54,11.43,0.995,0.000
1.12,12.68,7.68,0.65,701.21,80.95,-100.65,11.47,0.995,0.000
1.14,12.91,7.91,0.65,701.41,80.97,-100.75,11.50,0.995,0.000
1.16,13.14,8.14,0.65,701.62,80.99,-100.86,11.53,0.995,0.000
1.18,13.38,8.38,0.65,701.82,81.01,-100.97,11.56,0.995,0.000
1.20,13.61,8.61,0.65,702.02,81.04,-101.07,11.59,0.995,0.000
1.22,13.84,8.84,0.65,702.23,81.06,-101.18,11.61,0.995,0.000
1.24,14.07,9.07,0.65,702.43,81.08,-101.29,11.63,0.995,0.000
1.26,14.30,9.30,0.65,702.64,81.11,-101.40,11.64,0.995,0.000
1.28,14.54,9.54,0.65,702.85,81.13,-101.50,11.66,0.995,0.000
1.30,14.77,9.77,0.65,703.05,81.15,-101.61,11.67,0.995,0.000
1.32,15.01,10.01,0.65,703.26,81.18,-101.72,11.68,0.995,0.000
