time,speed,travel,x,y,z,grounded,lift,torque,contact
0.003,23.775,0.476,-626.519,8.959,14.547,4,7.800,0.092,""
0.023,23.782,0.951,-626.511,8.958,14.072,4,7.982,0.016,""
0.043,23.788,1.427,-626.503,8.956,13.596,4,8.166,0.026,""
0.063,23.795,1.903,-626.495,8.953,13.120,4,8.354,0.047,""
0.083,23.800,2.379,-626.488,8.950,12.644,4,8.551,0.055,""
0.103,23.806,2.856,-626.480,8.946,12.168,4,8.756,0.056,""
0.123,23.811,3.332,-626.472,8.942,11.691,4,8.964,0.053,""
0.143,23.816,3.808,-626.464,8.938,11.215,4,9.170,0.047,""
0.163,23.821,4.285,-626.456,8.933,10.739,4,9.369,0.041,""
0.183,23.825,4.761,-626.448,8.929,10.262,4,9.556,0.035,""
0.203,23.829,5.238,-626.440,8.924,9.786,4,9.727,0.030,""
0.223,23.832,5.715,-626.432,8.919,9.309,4,9.879,0.024,""
0.243,23.836,6.192,-626.425,8.915,8.832,4,10.011,0.020,""
0.263,23.839,6.668,-626.417,8.911,8.356,4,10.121,0.016,""
0.283,23.842,7.145,-626.409,8.906,7.879,4,10.208,0.013,""
0.303,23.845,7.622,-626.401,8.902,7.402,4,10.275,0.011,""
0.323,23.847,8.099,-626.393,8.899,6.925,4,10.321,0.009,""
0.343,23.850,8.576,-626.385,8.895,6.448,4,10.349,0.007,""
0.363,23.852,9.053,-626.377,8.892,5.971,4,10.360,0.006,""
0.383,23.854,9.530,-626.369,8.888,5.494,4,10.356,0.004,""
0.403,23.856,10.007,-626.362,8.886,5.017,4,10.340,0.003,""
0.423,23.858,10.484,-626.354,8.883,4.540,4,10.314,0.003,""
0.443,23.859,10.962,-626.346,8.880,4.063,4,10.279,0.002,""
0.463,23.861,11.439,-626.338,8.878,3.586,4,10.239,0.002,""
0.483,23.862,11.916,-626.330,8.876,3.109,4,10.194,0.001,""
0.503,23.864,12.393,-626.322,8.874,2.631,4,10.147,0.001,""
0.523,23.865,12.871,-626.314,8.872,2.154,4,10.099,0.001,""
0.543,23.866,13.348,-626.306,8.870,1.677,4,10.051,0.001,""
0.563,23.867,13.825,-626.299,8.868,1.200,4,10.005,0.000,""
0.583,23.868,14.303,-626.291,8.866,0.722,4,9.962,0.000,""
0.603,23.869,14.780,-626.283,8.865,0.245,4,9.922,0.000,""
0.623,23.870,15.257,-626.275,8.863,-0.232,4,9.885,0.000,""
0.643,23.871,15.735,-626.267,8.861,-0.710,4,9.853,0.000,""
0.663,23.871,16.212,-626.259,8.860,-1.187,4,9.824,0.000,""
0.683,23.872,16.690,-626.251,8.858,-1.664,4,9.800,0.000,""
0.703,23.873,17.167,-626.243,8.856,-2.142,4,9.781,0.000,""
0.723,23.873,17.645,-626.236,8.855,-2.619,4,9.765,0.000,""
0.743,23.874,18.122,-626.228,8.853,-3.097,4,9.753,0.000,""
0.763,23.874,18.600,-626.220,8.851,-3.574,4,9.744,0.000,""
0.783,23.875,19.077,-626.212,8.850,-4.051,4,9.739,0.000,""
0.803,23.875,19.555,-626.204,8.848,-4.529,4,9.737,0.000,""
0.823,23.875,20.032,-626.196,8.846,-5.006,4,9.736,0.000,""
0.843,23.876,20.510,-626.188,8.844,-5.484,4,9.738,0.000,""
0.863,23.876,20.987,-626.180,8.842,-5.961,4,9.742,0.000,""
0.883,23.876,21.465,-626.173,8.840,-6.439,4,9.747,0.000,""
0.903,23.877,21.942,-626.165,8.838,-6.916,4,9.752,0.000,""
0.923,23.877,22.420,-626.157,8.837,-7.394,4,9.759,0.000,""
0.943,23.877,22.897,-626.149,8.835,-7.871,4,9.766,0.000,""
0.963,23.877,23.375,-626.141,8.833,-8.349,4,9.773,0.000,""
0.983,23.878,23.852,-626.133,8.831,-8.826,4,9.779,0.000,""
1.003,23.878,24.330,-626.125,8.829,-9.303,4,10.371,0.000,""
1.023,23.878,24.807,-626.117,8.827,-9.781,4,10.335,0.095,""
1.043,23.878,25.284,-626.110,8.826,-10.258,4,10.323,0.148,""
1.063,23.878,25.762,-626.102,8.825,-10.735,4,10.310,0.174,""
1.083,23.878,26.239,-626.094,8.824,-11.213,4,10.285,0.184,""
1.103,23.877,26.717,-626.086,8.823,-11.690,4,10.243,0.185,""
1.123,23.877,27.194,-626.078,8.823,-12.167,4,10.771,0.180,""
1.143,23.877,27.672,-626.070,8.823,-12.645,4,10.526,0.079,""
1.163,23.876,28.149,-626.062,8.823,-13.122,4,10.259,0.019,""
1.183,23.876,28.627,-626.054,8.823,-13.600,4,10.002,0.015,""
1.203,23.876,29.105,-626.047,8.823,-14.078,4,9.774,0.032,""
1.223,23.876,29.582,-626.039,8.823,-14.555,4,9.584,0.039,""
1.243,23.876,30.060,-626.031,8.823,-15.033,4,9.435,0.040,""
1.263,23.876,30.537,-626.023,8.823,-15.510,4,9.325,0.038,""
1.283,23.876,31.015,-626.015,8.822,-15.988,4,9.252,0.034,""
1.303,23.876,31.492,-626.007,8.821,-16.465,4,9.213,0.030,""
1.323,23.876,31.970,-625.999,8.820,-16.943,4,9.201,0.026,""
1.343,23.876,32.448,-625.992,8.819,-17.420,4,9.212,0.021,""
1.363,23.876,32.925,-625.984,8.818,-17.898,4,9.242,0.018,""
1.383,23.877,33.403,-625.976,8.816,-18.375,4,9.287,0.015,""
1.403,23.877,33.880,-625.968,8.814,-18.853,4,9.341,0.012,""
1.423,23.877,34.358,-625.960,8.812,-19.330,4,9.410,0.015,""
1.443,23.877,34.835,-625.952,8.810,-19.808,4,9.501,0.021,""
1.463,23.877,35.313,-625.944,8.808,-20.285,4,9.612,0.024,""
1.483,23.878,35.790,-625.936,8.805,-20.763,4,9.740,0.024,""
1.503,23.878,36.268,-625.928,8.803,-21.240,4,9.883,0.022,""
1.523,23.878,36.745,-625.921,8.801,-21.717,4,10.037,0.027,""
1.543,23.878,37.223,-625.913,8.799,-22.195,4,10.207,0.039,""
1.563,23.878,37.700,-625.905,8.797,-22.672,4,10.397,0.052,""
1.583,23.877,38.177,-625.897,8.796,-23.149,4,10.604,0.044,""
1.603,23.877,38.655,-625.889,8.795,-23.626,4,10.819,0.040,""
1.623,23.877,39.132,-625.881,8.794,-24.104,4,11.032,0.038,""
1.643,23.876,39.609,-625.872,8.794,-24.581,4,11.235,0.036,""
1.663,23.875,40.086,-625.864,8.795,-25.058,4,11.421,0.034,""
