time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,522.568,82.261,-129.833,0.360,4,1.000,1,0.529,1.000,0.000,0.000
0.040,522.555,82.258,-129.839,0.718,4,1.000,1,0.527,1.000,0.000,0.000
0.060,522.535,82.255,-129.848,1.073,4,1.000,1,0.525,1.000,0.000,0.000
0.080,522.509,82.251,-129.859,1.427,4,1.000,1,0.523,1.000,0.000,0.000
0.100,522.476,82.247,-129.874,1.779,4,1.000,1,0.520,1.000,0.000,-0.001
0.120,522.436,82.242,-129.891,2.129,4,1.000,1,0.517,1.000,0.000,-0.001
0.140,522.391,82.237,-129.911,2.477,4,1.000,1,0.515,1.000,0.000,-0.001
0.160,522.339,82.232,-129.934,2.823,4,1.000,1,0.513,1.000,0.000,-0.002
0.180,522.281,82.228,-129.960,3.167,4,0.999,1,0.511,1.000,0.000,-0.002
0.200,522.216,82.223,-129.988,3.509,4,0.999,1,0.510,1.000,0.000,-0.002
0.220,522.145,82.219,-130.019,3.848,4,0.999,1,0.510,1.000,0.000,-0.003
0.240,522.068,82.216,-130.052,4.186,4,0.999,1,0.510,1.000,0.000,-0.003
0.260,521.986,82.213,-130.089,4.522,4,0.998,1,0.526,1.000,0.000,-0.003
0.280,521.897,82.210,-130.128,4.855,4,0.998,1,0.524,1.000,0.000,-0.004
0.300,521.801,82.208,-130.169,5.187,4,0.997,1,0.522,1.000,0.000,-0.004
0.320,521.700,82.206,-130.213,5.517,4,0.997,1,0.521,1.000,0.000,-0.004
0.340,521.593,82.204,-130.260,5.845,4,0.996,1,0.519,1.000,0.000,-0.004
0.360,521.481,82.202,-130.309,6.108,4,0.996,1,0.518,0.809,0.000,-0.004
0.380,521.365,82.200,-130.360,6.311,4,0.995,1,0.517,0.624,0.000,-0.003
0.400,521.247,82.199,-130.412,6.466,4,0.995,1,0.514,0.483,0.000,-0.003
0.420,521.126,82.197,-130.465,6.587,4,0.994,1,0.512,0.373,0.000,-0.003
0.440,521.004,82.196,-130.518,6.680,4,0.993,1,0.509,0.289,0.000,-0.003
