time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,35.662,0.713,-629.715,8.959,14.257,4,7.800,0.050,"",0.000,0.000,0.000,35.662,0.000,1.000,124.287,0.588,-0.039,-35.657,0.000,0.010
0.040,35.661,1.427,-629.703,8.958,13.544,4,7.909,0.007,"",0.169,0.000,0.000,35.661,0.000,1.000,123.573,0.588,-0.077,-35.656,0.000,0.016
0.060,35.660,2.140,-629.691,8.955,12.831,4,8.026,0.021,"",0.170,0.000,-0.001,35.660,0.000,1.000,122.860,0.588,-0.113,-35.655,-0.028,0.019
0.080,35.660,2.853,-629.679,8.953,12.117,4,8.153,0.038,"",0.170,0.000,0.002,35.660,0.000,1.000,122.147,0.588,-0.146,-35.655,0.044,0.021
0.100,35.659,3.567,-629.668,8.949,11.404,4,8.297,0.048,"",0.170,0.000,0.003,35.659,0.000,1.000,121.433,0.588,-0.176,-35.654,0.071,0.020
0.120,35.659,4.280,-629.656,8.945,10.691,4,8.458,0.051,"",0.170,0.000,-0.004,35.659,0.000,1.000,120.720,0.588,-0.203,-35.653,-0.099,0.019
0.140,35.658,4.993,-629.644,8.940,9.978,4,8.636,0.051,"",0.171,0.000,-0.005,35.659,0.000,1.000,120.007,0.588,-0.226,-35.653,-0.120,0.018
0.160,35.658,5.706,-629.632,8.936,9.265,4,8.825,0.049,"",0.171,0.000,0.006,35.658,0.000,1.000,119.294,0.588,-0.246,-35.653,0.140,0.015
0.180,35.658,6.420,-629.620,8.930,8.551,4,9.021,0.045,"",0.171,0.000,0.007,35.658,0.000,1.000,118.580,0.588,-0.262,-35.652,0.158,0.015
0.200,35.658,7.133,-629.609,8.925,7.838,4,9.218,0.040,"",0.171,0.000,-0.008,35.658,0.000,1.000,117.867,0.588,-0.274,-35.652,-0.174,0.011
0.220,35.658,7.846,-629.597,8.919,7.125,4,9.409,0.035,"",0.171,0.000,-0.008,35.658,0.000,1.000,117.154,0.588,-0.282,-35.652,-0.186,0.012
0.240,35.658,8.559,-629.585,8.913,6.412,4,9.591,0.030,"",0.171,0.000,0.009,35.658,0.000,1.000,116.441,0.588,-0.286,-35.652,0.198,0.008
0.260,35.658,9.272,-629.573,8.908,5.699,4,9.759,0.025,"",0.171,0.000,0.009,35.658,0.000,1.000,115.728,0.589,-0.287,-35.652,0.207,0.010
0.280,35.658,9.986,-629.562,8.902,4.986,4,9.909,0.021,"",0.171,0.000,-0.010,35.658,0.000,1.000,115.014,0.588,-0.285,-35.652,-0.214,0.005
0.300,35.658,10.699,-629.550,8.896,4.273,4,10.041,0.017,"",0.171,0.000,-0.010,35.658,0.000,1.000,114.301,0.588,-0.280,-35.652,-0.219,0.009
0.320,35.658,11.412,-629.538,8.891,3.560,4,10.151,0.014,"",0.171,0.000,0.010,35.658,0.000,1.000,113.588,0.588,-0.273,-35.652,0.225,0.003
0.340,35.658,12.125,-629.526,8.886,2.847,4,10.240,0.011,"",0.171,0.000,0.010,35.658,0.000,1.000,112.875,0.589,-0.265,-35.652,0.229,0.008
0.360,35.658,12.838,-629.514,8.881,2.134,4,10.309,0.009,"",0.171,0.000,-0.010,35.658,0.000,1.000,112.162,0.588,-0.255,-35.652,-0.232,0.002
0.380,35.658,13.551,-629.503,8.876,1.421,4,10.357,0.007,"",0.171,0.000,-0.011,35.658,0.000,1.000,111.449,0.587,-0.244,-35.652,-0.234,0.008
0.400,35.658,14.265,-629.491,8.871,0.708,4,10.385,0.005,"",0.171,0.000,0.011,35.658,0.000,1.000,110.735,0.588,-0.232,-35.652,0.234,0.001
0.420,35.658,14.978,-629.479,8.867,-0.005,4,10.397,0.004,"",0.171,0.000,0.011,35.658,0.000,1.000,110.022,0.588,-0.220,-35.652,0.236,0.008
0.440,35.658,15.691,-629.467,8.863,-0.719,4,10.394,0.003,"",0.171,0.000,-0.011,35.658,0.000,1.000,109.309,0.588,-0.209,-35.652,-0.237,0.001
0.460,35.658,16.404,-629.456,8.859,-1.432,4,10.377,0.002,"",0.171,0.000,-0.011,35.658,0.000,1.000,108.596,0.587,-0.197,-35.653,-0.237,0.008
0.480,35.658,17.117,-629.444,8.855,-2.145,4,10.350,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,107.883,0.588,-0.186,-35.653,0.238,0.001
0.500,35.658,17.830,-629.432,8.851,-2.858,4,10.314,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,107.170,0.588,-0.176,-35.653,0.237,0.008
0.520,35.658,18.543,-629.420,8.848,-3.571,4,10.271,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,106.457,0.588,-0.167,-35.653,-0.237,0.001
0.540,35.658,19.257,-629.409,8.845,-4.284,4,10.224,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,105.743,0.587,-0.159,-35.653,-0.237,0.008
0.560,35.658,19.970,-629.397,8.842,-4.997,4,10.174,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,105.030,0.588,-0.152,-35.653,0.237,0.001
0.580,35.658,20.683,-629.385,8.839,-5.710,4,10.123,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,104.317,0.588,-0.145,-35.653,0.237,0.008
0.600,35.658,21.396,-629.373,8.836,-6.423,4,10.072,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,103.604,0.587,-0.140,-35.653,-0.237,0.001
0.620,35.658,22.109,-629.362,8.833,-7.136,4,10.023,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,102.891,0.587,-0.136,-35.653,-0.237,0.008
0.640,35.658,22.822,-629.350,8.831,-7.849,4,9.976,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,102.178,0.587,-0.132,-35.653,0.237,0.001
0.660,35.658,23.536,-629.338,8.828,-8.562,4,9.933,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,101.464,0.588,-0.130,-35.653,0.236,0.008
0.680,35.658,24.249,-629.326,8.826,-9.275,4,9.894,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,100.751,0.587,-0.128,-35.653,-0.235,0.001
0.700,35.658,24.962,-629.315,8.823,-9.988,4,9.859,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,100.038,0.587,-0.127,-35.653,-0.236,0.008
0.720,35.658,25.675,-629.303,8.820,-10.701,4,9.828,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,99.325,0.587,-0.127,-35.653,0.235,0.001
0.740,35.658,26.388,-629.291,8.818,-11.414,4,9.802,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,98.612,0.588,-0.127,-35.653,0.236,0.008
0.760,35.658,27.101,-629.279,8.815,-12.128,4,9.781,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,97.899,0.587,-0.128,-35.653,-0.235,0.001
0.780,35.659,27.815,-629.268,8.813,-12.841,4,9.764,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,97.185,0.586,-0.129,-35.653,-0.235,0.008
0.800,35.659,28.528,-629.256,8.810,-13.554,4,9.751,0.000,"",0.171,0.000,0.011,35.659,0.000,1.000,96.472,0.587,-0.130,-35.653,0.234,0.001
0.820,35.659,29.241,-629.244,8.808,-14.267,4,9.742,0.000,"",0.171,0.000,0.011,35.659,0.000,1.000,95.759,0.587,-0.131,-35.653,0.235,0.008
0.840,35.659,29.954,-629.233,8.805,-14.980,4,9.737,0.001,"",0.171,0.000,-0.011,35.659,0.000,1.000,95.046,0.587,-0.133,-35.653,-0.233,0.001
0.860,35.659,30.667,-629.221,8.802,-15.693,4,9.734,0.000,"",0.171,0.000,-0.011,35.659,0.000,1.000,94.333,0.586,-0.134,-35.653,-0.233,0.008
0.880,35.659,31.380,-629.209,8.799,-16.406,4,9.734,0.000,"",0.171,0.000,0.010,35.659,0.000,1.000,93.620,0.587,-0.136,-35.653,0.233,0.001
0.900,35.659,32.094,-629.197,8.797,-17.119,4,9.736,0.001,"",0.171,0.000,0.010,35.659,0.000,1.000,92.906,0.587,-0.137,-35.653,0.233,0.008
0.920,35.659,32.807,-629.186,8.794,-17.832,4,9.740,0.000,"",0.171,0.000,-0.011,35.659,0.000,1.000,92.193,0.587,-0.139,-35.653,-0.233,0.001
0.940,35.659,33.520,-629.174,8.791,-18.545,4,9.745,0.000,"",0.171,0.000,-0.011,35.659,0.000,1.000,91.480,0.586,-0.140,-35.654,-0.233,0.008
0.960,35.659,34.233,-629.162,8.788,-19.258,4,9.752,0.001,"",0.171,0.000,0.010,35.659,0.000,1.000,90.767,0.587,-0.141,-35.654,0.232,0.001
0.980,35.659,34.946,-629.151,8.786,-19.971,4,9.759,0.000,"",0.171,0.000,0.010,35.659,0.000,1.000,90.054,0.587,-0.142,-35.653,0.232,0.008
1.000,35.659,35.659,-629.139,8.783,-20.684,4,9.766,0.000,"",0.171,0.000,-0.010,35.659,0.000,1.000,89.341,0.587,-0.143,-35.654,-0.232,0.001
1.020,35.659,36.373,-629.127,8.780,-21.397,4,9.774,0.001,"",0.171,0.000,-0.011,35.659,0.000,1.000,88.627,0.586,-0.144,-35.654,-0.232,0.008
1.040,35.659,37.086,-629.115,8.777,-22.110,4,9.782,0.000,"",0.171,0.000,0.010,35.659,0.000,1.000,87.914,0.587,-0.144,-35.654,0.232,0.001
1.060,35.659,37.799,-629.104,8.774,-22.824,4,9.789,0.001,"",0.171,0.000,0.010,35.659,0.000,1.000,87.201,0.587,-0.145,-35.653,0.232,0.008
1.080,35.659,38.512,-629.092,8.771,-23.537,4,9.796,0.000,"",0.171,0.000,-0.010,35.659,0.000,1.000,86.488,0.587,-0.145,-35.654,-0.231,0.001
1.100,35.659,39.225,-629.080,8.768,-24.250,4,9.802,0.000,"",0.171,0.000,-0.010,35.659,0.000,1.000,85.775,0.587,-0.145,-35.654,-0.231,0.008
1.120,35.659,39.938,-629.068,8.765,-24.963,4,9.808,0.001,"",0.171,0.000,0.010,35.659,0.000,1.000,85.062,0.587,-0.145,-35.653,0.230,0.001
1.140,35.659,40.652,-629.057,8.762,-25.676,4,9.814,0.001,"",0.171,0.000,0.010,35.659,0.000,1.000,84.348,0.588,-0.145,-35.653,0.230,0.008
1.160,35.659,41.365,-629.045,8.759,-26.389,4,9.818,0.000,"",0.171,0.000,-0.010,35.659,0.000,1.000,83.635,0.587,-0.145,-35.653,-0.229,0.001
1.180,35.659,42.078,-629.033,8.757,-27.102,4,9.822,0.001,"",0.171,0.000,-0.010,35.659,0.000,1.000,82.922,0.587,-0.145,-35.653,-0.230,0.008
1.200,35.659,42.791,-629.021,8.754,-27.815,4,9.825,0.001,"",0.171,0.000,0.010,35.659,0.000,1.000,82.209,0.588,-0.144,-35.653,0.229,0.001
1.220,35.659,43.504,-629.010,8.751,-28.528,4,9.828,0.001,"",0.171,0.000,0.010,35.659,0.000,1.000,81.496,0.588,-0.144,-35.653,0.229,0.008
1.240,35.659,44.217,-628.998,8.748,-29.241,4,9.830,0.001,"",0.171,0.000,-0.010,35.659,0.000,1.000,80.783,0.588,-0.144,-35.653,-0.229,0.001
1.260,35.659,44.930,-628.986,8.745,-29.954,4,10.416,0.001,"",0.171,0.000,-0.010,35.659,0.000,1.000,80.070,0.588,-0.131,-35.654,-0.229,0.017
1.280,35.659,45.643,-628.974,8.743,-30.667,4,10.395,0.065,"",0.171,0.000,0.009,35.659,0.000,1.000,79.357,0.589,-0.120,-35.653,0.209,0.024
