time,x,y,z,speed,vx,vy,vz,throttle,brake,steer,wheels,suspension,alignment,up,contact
0.020,1064.208,145.989,178.325,39.626,-39.626,-0.069,0.000,0.000,0.000,0.000,4,7.803,1.515,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1605077;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971073;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971072;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1003169;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1003169;"
0.040,1063.426,146.001,178.325,39.464,-39.463,0.601,0.001,0.187,0.000,0.000,4,13.202,0.873,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2621303;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0872249;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2621303;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.08722487;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.108704;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1585853;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02738723;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2022972;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02738722;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2022972;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09934288;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09934288;"
0.060,1062.647,146.022,178.325,39.380,-39.386,1.091,0.000,0.268,0.000,0.000,4,19.438,6.851,0.998,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1814997;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06565952;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1818513;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06530784;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1001651;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1204857;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005859766;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1216961;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005509485;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1220463;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04115289;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04227474;"
0.080,1061.869,146.066,178.325,39.215,-39.159,2.225,-0.003,0.310,0.000,0.000,4,28.471,9.432,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1037228;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06121586;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1039607;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06097787;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06103221;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07053882;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001399443;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04389858;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001160938;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04413706;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01062945;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01086843;"
0.100,1061.089,146.125,178.325,39.151,-39.040,2.941,-0.001,0.392,0.000,0.000,4,25.257,4.488,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06858056;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06010618;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06864473;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06004202;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06245768;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06271532;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0003010771;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.008777168;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0002367118;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.008841515;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001302183;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001366824;"
0.120,1060.308,146.188,178.325,39.173,-39.044,3.168,0.000,0.425,0.000,0.000,4,20.658,0.896,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06155365;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05988063;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06159329;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05984101;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05987668;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05989072;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=8.489707E-05;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.00175477;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=4.246378E-05;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001797229;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=8.85427E-05;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0001092255;"
0.140,1059.528,146.255,178.325,39.195,-39.050,3.362,0.001,0.414,0.000,0.000,4,19.436,0.637,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06013443;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06302725;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06013954;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06302213;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06013477;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06019381;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003230156;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0003446254;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003224185;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0003505945;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008250475;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008598268;"
0.160,1058.747,146.326,178.325,39.215,-39.057,3.528,0.002,0.403,0.000,0.000,4,18.067,0.514,0.996,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06317355;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06948493;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06314898;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0695095;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0648892;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06491455;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.009669754;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003360367;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.009694523;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003335595;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005034268;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005085687;"
0.180,1057.966,146.399,178.325,39.233,-39.064,3.665,0.003,0.393,0.000,0.000,4,16.566,0.407,0.996,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06999051;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07877401;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06994122;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07882329;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06995389;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07189289;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01896453;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01018133;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01901587;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01012999;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01310772;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01337308;"
0.200,1057.185,146.475,178.325,39.251,-39.072,3.770,0.003,0.383,0.000,0.000,4,15.018,0.315,0.996,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07994636;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.09040479;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07987234;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.09047881;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.08003879;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.08075485;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.03058198;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02011946;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.03065611;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02004531;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02025402;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0203061;"
