time,x,y,z,speed,vx,vy,vz,throttle,brake,steer,wheels,suspension,alignment,up,contact
0.000,1064.525,145.989,201.675,23.776,-23.776,-0.057,0.000,0.000,0.000,0.000,4,7.803,1.515,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.159488;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1605086;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971064;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971065;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09814322;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1003169;"
0.020,1064.050,145.988,201.675,23.790,-23.791,-0.028,0.000,0.112,0.000,0.000,4,11.192,0.873,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2876255;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1127208;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2876254;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1127208;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1594372;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1604066;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.05289637;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2278016;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2278016;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.05289638;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09809393;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1002125;"
0.040,1063.580,145.995,201.675,23.727,-23.725,0.333,0.000,0.105,0.000,0.000,4,14.136,0.358,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2451875;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0781625;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2451875;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07816249;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.158141;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1590172;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01832936;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1853703;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1853702;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01832936;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02214032;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02416304;"
0.060,1063.112,146.008,201.675,23.695,-23.688,0.640,0.001,0.137,0.000,0.000,4,16.115,3.326,0.999,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1972901;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06347637;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1971367;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06362982;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0635252;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07583487;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003823102;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1373262;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1374825;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003666781;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01696494;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.03502035;"
0.080,1062.643,146.025,201.675,23.696,-23.685,0.867,0.001,0.153,0.000,0.000,4,19.029,5.160,0.998,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1500206;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06057445;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1498835;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06071159;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06182393;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06186523;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008886849;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09007673;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09021476;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007506758;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007534623;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001808435;"
0.100,1062.173,146.047,201.675,23.702,-23.684,1.110,0.000,0.152,0.000,0.000,4,21.907,4.891,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1095427;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05997304;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1094931;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06002262;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06241843;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07112852;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0002200902;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04969183;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04974085;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0001710504;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.007311583;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01062602;"
0.120,1061.702,146.077,201.675,23.682,-23.636,1.520,0.000,0.149,0.000,0.000,4,23.661,4.094,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07793948;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06026927;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07797946;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06022929;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06035003;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06795456;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0004288689;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01816531;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0181264;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0004677842;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.002457291;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.007940769;"
0.140,1061.231,146.114,201.675,23.676,-23.605,1.842,0.000,0.159,0.000,0.000,4,22.041,1.858,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06343281;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05998985;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06353693;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05988571;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05994308;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0599736;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=9.690219E-05;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003742373;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003636867;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0002023909;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007341802;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008018901;"
0.160,1060.759,146.155,201.675,23.687,-23.599,2.044,0.000,0.162,0.000,0.000,4,19.847,0.544,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06053114;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06107698;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06058076;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06102741;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06055549;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06060176;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0012322;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007889688;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007376671;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001283524;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008091331;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008604228;"
0.180,1060.288,146.199,201.675,23.696,-23.594,2.214,0.000,0.156,0.000,0.000,4,18.295,0.444,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06214395;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06572728;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06213398;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06573728;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06405199;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06443825;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005917714;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.002318081;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.00232771;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005908108;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.00368166;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003691251;"
