time,x,y,z,speed,vx,vy,vz,throttle,brake,steer,wheels,suspension,alignment,up,contact
0.001,1064.525,145.989,178.325,23.776,-23.776,-0.057,0.000,0.000,0.000,0.000,4,7.803,1.515,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.328945;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1495293;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1605077;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971073;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.08971072;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2691263;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1003169;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1003169;"
0.021,1064.050,145.988,178.325,23.790,-23.791,-0.028,0.000,0.112,0.000,0.000,4,11.192,0.873,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2876254;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1127208;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2876255;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1127208;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1127208;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1594372;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.05289651;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2278017;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0528965;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.2278017;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1002127;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1002127;"
0.041,1063.580,145.995,178.325,23.727,-23.725,0.333,0.000,0.105,0.000,0.000,4,14.136,0.358,1.000,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2451632;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07813823;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.2451633;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07813823;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1104624;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1581257;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01832925;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1853701;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01832924;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1853701;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02416295;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.02416298;"
0.061,1063.112,146.008,178.325,23.695,-23.688,0.640,-0.001,0.137,0.000,0.000,4,16.115,3.326,0.999,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1971624;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0636587;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1973159;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06350524;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07619315;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1176542;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003837407;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1373424;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003682308;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.1374975;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.03665322;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.03680927;"
0.081,1062.643,146.025,178.325,23.696,-23.685,0.867,-0.001,0.153,0.000,0.000,4,19.029,5.157,0.998,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1499107;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06072664;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1500479;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06058946;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06072003;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06183925;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008953416;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09010075;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007580535;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.09023809;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001816005;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001954436;"
0.101,1062.173,146.047,178.325,23.702,-23.684,1.110,0.000,0.152,0.000,0.000,4,21.906,4.890,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1095239;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06003085;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.1095735;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05998127;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05999231;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07114378;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0002087522;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04970338;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0001597255;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.04975244;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0112178;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01126733;"
0.121,1061.702,146.077,178.325,23.682,-23.636,1.520,0.000,0.149,0.000,0.000,4,23.660,4.094,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07796822;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0602056;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.07793349;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06024031;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06233662;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06284028;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0004156325;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01817873;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0004540225;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.01814035;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0004523396;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.008113728;"
0.141,1061.231,146.114,178.325,23.676,-23.604,1.843,0.000,0.159,0.000,0.000,4,22.041,1.865,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06354427;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.05991849;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06342024;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06004253;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06129614;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0621888;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0001036789;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003735573;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0002287462;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003610522;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008020699;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0009270906;"
0.161,1060.759,146.155,178.325,23.687,-23.599,2.044,0.000,0.162,0.000,0.000,4,19.843,0.545,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06059609;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06107201;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06054154;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06112656;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06061709;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0606716;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001262326;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007891257;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.001318518;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0007329285;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008094609;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.0008592308;"
0.181,1060.288,146.199,178.325,23.696,-23.594,2.215,0.000,0.157,0.000,0.000,4,18.290,0.445,0.997,"Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06214146;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06578892;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06216136;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06576902;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.06215671;Ground_Mountain_2_4:(0.080, 0.997, 0.000) separation=0.0629456;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005970034;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.002326444;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.005951988;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.002344519;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003659606;Ground_Summit authored launch:(0.080, 0.997, 0.000) separation=0.003703386;"
