time,racer,x,y,z,speed,grounded,branch,position,earned,rejoinSeconds,road,nextGate,misses,penalty,buzzes
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
0.000,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,0.000,0,0,0.000,0
3.060,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,4650.291,0,0,0.000,0
3.468,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,4650.291,0,0,0.000,0
3.468,YOU,320.209,11.703,536.042,0.000,0,none,0.000,0.000,0.000,4650.291,0,0,0.000,0
