time,x,y,z,speed,target,grounded,branchS,earned,misses,contact,impulse,throttle,brake,steer,suspension,alignment
0.000,244.954,56.367,293.297,31.800,18.000,2,0.000,0.000,0,,0.000,0.000,1.000,-0.048,15.167,2.274
0.119,241.375,55.963,293.953,29.767,18.000,0,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.054,0.000,1.025
0.219,238.462,55.546,294.480,29.316,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.060,6.797,3.058
0.319,235.751,55.114,294.910,26.684,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.059,13.574,0.591
0.419,233.290,54.746,295.228,24.050,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.054,16.950,0.179
0.519,231.072,54.475,295.450,21.417,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.049,15.531,0.581
0.619,229.076,54.284,295.591,19.468,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.440,-0.044,12.356,0.439
0.719,227.194,54.130,295.674,18.584,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,-0.038,9.168,0.180
0.819,225.388,53.980,295.714,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.102,0.000,-0.033,7.719,0.111
0.919,223.609,53.814,295.719,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.103,0.000,-0.028,7.851,0.088
1.019,221.832,53.629,295.696,17.830,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.102,0.000,-0.024,8.669,0.074
1.119,220.057,53.434,295.649,17.831,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.101,0.000,-0.020,9.466,0.082
1.219,218.283,53.235,295.581,17.832,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.101,0.000,-0.017,9.890,0.296
1.319,216.509,53.038,295.496,17.833,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.100,0.000,-0.015,9.929,0.489
1.419,214.736,52.841,295.396,17.835,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.099,0.000,-0.013,9.865,0.189
1.519,212.964,52.646,295.284,17.836,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.098,0.000,-0.012,9.934,0.045
