time,station,branch,speed,throttle,brake,recoveries,gate,penalty
0.013,69.187,,0.000,1.000,0.000,0,0,0
0.033,69.195,,0.340,1.000,0.000,0,0,0
0.053,69.210,,0.678,1.000,0.000,0,0,0
0.073,69.232,,1.017,1.000,0.000,0,0,0
0.093,69.262,,1.356,1.000,0.000,0,0,0
0.113,69.298,,1.696,1.000,0.000,0,0,0
0.133,69.342,,2.036,1.000,0.000,0,0,0
0.153,69.392,,2.374,1.000,0.000,0,0,0
0.173,69.448,,2.710,1.000,0.000,0,0,0
0.193,69.510,,3.043,1.000,0.000,0,0,0
0.213,69.579,,3.375,1.000,0.000,0,0,0
0.233,69.654,,3.704,1.000,0.000,0,0,0
0.253,69.736,,4.032,1.000,0.000,0,0,0
0.273,69.824,,4.357,1.000,0.000,0,0,0
0.293,69.918,,4.680,1.000,0.000,0,0,0
0.313,70.019,,5.002,1.000,0.000,0,0,0
0.333,70.125,,5.321,1.000,0.000,0,0,0
0.353,70.238,,5.638,1.000,0.000,0,0,0
0.373,70.357,,5.954,1.000,0.000,0,0,0
0.393,70.483,,6.267,1.000,0.000,0,0,0
0.413,70.614,,6.579,1.000,0.000,0,0,0
0.433,70.752,,6.888,1.000,0.000,0,0,0
0.453,70.896,,7.196,1.000,0.000,0,0,0
0.473,71.046,,7.501,1.000,0.000,0,0,0
0.493,71.202,,7.805,1.000,0.000,0,0,0
0.513,71.364,,8.107,1.000,0.000,0,0,0
0.533,71.532,,8.406,1.000,0.000,0,0,0
0.553,71.706,,8.704,1.000,0.000,0,0,0
0.573,71.886,,9.000,1.000,0.000,0,0,0
0.593,72.072,,9.294,1.000,0.000,0,0,0
0.613,72.263,,9.586,1.000,0.000,0,0,0
0.633,72.461,,9.876,1.000,0.000,0,0,0
0.653,72.664,,10.164,1.000,0.000,0,0,0
0.673,72.873,,10.451,1.000,0.000,0,0,0
0.693,73.087,,10.735,1.000,0.000,0,0,0
0.713,73.308,,11.018,1.000,0.000,0,0,0
0.733,73.533,,11.298,1.000,0.000,0,0,0
0.753,73.765,,11.577,1.000,0.000,0,0,0
0.773,74.002,,11.855,1.000,0.000,0,0,0
0.793,74.245,,12.130,1.000,0.000,0,0,0
0.813,74.493,,12.404,1.000,0.000,0,0,0
0.833,74.746,,12.676,1.000,0.000,0,0,0
0.853,75.005,,12.946,1.000,0.000,0,0,0
0.873,75.269,,13.214,1.000,0.000,0,0,0
0.893,75.539,,13.481,1.000,0.000,0,0,0
0.913,75.814,,13.746,1.000,0.000,0,0,0
0.933,76.094,,14.009,1.000,0.000,0,0,0
0.953,76.379,,14.271,1.000,0.000,0,0,0
0.973,76.670,,14.531,1.000,0.000,0,0,0
0.993,76.966,,14.789,1.000,0.000,0,0,0
1.013,77.267,,15.045,1.000,0.000,0,0,0
1.033,77.573,,15.300,1.000,0.000,0,0,0
1.053,77.885,,15.554,1.000,0.000,0,0,0
1.073,78.201,,15.805,1.000,0.000,0,0,0
1.093,78.522,,16.055,1.000,0.000,0,0,0
1.113,78.850,,16.304,1.000,0.000,0,0,0
1.133,79.181,,16.550,1.000,0.000,0,0,0
1.153,79.517,,16.795,1.000,0.000,0,0,0
1.173,79.860,,17.039,1.000,0.000,0,0,0
1.193,80.206,,17.281,1.000,0.000,0,0,0
1.213,80.556,,17.521,1.000,0.000,0,0,0
1.233,80.912,,17.760,1.000,0.000,0,0,0
1.253,81.275,,17.997,1.000,0.000,0,0,0
1.273,81.640,,18.233,1.000,0.000,0,0,0
1.293,82.013,,18.467,1.000,0.000,0,0,0
1.313,82.387,,18.700,1.000,0.000,0,0,0
1.333,82.766,,18.930,1.000,0.000,0,0,0
1.353,83.154,,19.160,1.000,0.000,0,0,0
1.373,83.542,,19.388,1.000,0.000,0,0,0
1.393,83.934,,19.614,1.000,0.000,0,0,0
1.413,84.337,,19.838,1.000,0.000,0,0,0
1.433,84.739,,20.061,1.000,0.000,0,0,0
1.453,85.144,,20.282,1.000,0.000,0,0,0
1.473,85.562,,20.502,1.000,0.000,0,0,0
1.493,85.976,,20.720,1.000,0.000,0,0,0
1.513,86.403,,20.937,1.000,0.000,0,0,0
1.533,86.827,,21.152,1.000,0.000,0,0,0
1.553,87.254,,21.366,1.000,0.000,0,0,0
1.573,87.695,,21.578,1.000,0.000,0,0,0
1.593,88.131,,21.788,1.000,0.000,0,0,0
1.613,88.582,,21.997,1.000,0.000,0,0,0
1.633,89.026,,22.204,1.000,0.000,0,0,0
1.653,89.485,,22.409,1.000,0.000,0,0,0
1.673,89.938,,22.612,1.000,0.000,0,0,0
1.693,90.395,,22.814,1.000,0.000,0,0,0
1.713,90.865,,22.921,0.539,0.000,0,0,0
1.733,91.328,,23.119,1.000,0.000,0,0,0
1.753,91.804,,23.155,0.198,0.000,0,0,0
1.773,92.271,,23.351,1.000,0.000,0,0,0
1.793,92.755,,23.544,1.000,0.000,0,0,0
1.813,93.222,,23.327,0.000,0.000,0,0,0
1.833,93.705,,23.519,1.000,0.000,0,0,0
1.853,94.172,,23.301,0.000,0.000,0,0,0
1.873,94.654,,23.485,0.966,0.000,0,0,0
1.893,95.128,,23.675,1.000,0.000,0,0,0
