time,speed,grounded,timer,visible
2.392,29.560,4,2.100,False
2.401,29.727,4,2.120,False
2.409,29.727,4,2.120,False
2.417,29.893,4,2.140,False
2.426,29.893,4,2.140,False
2.434,30.058,4,2.160,False
2.442,30.058,4,2.160,False
2.451,30.058,4,2.160,False
2.459,30.222,4,2.180,False
2.467,30.222,4,2.180,False
2.476,30.385,4,2.200,False
2.484,30.385,4,2.200,False
2.492,30.385,4,2.200,False
2.501,30.547,4,2.220,False
2.509,30.547,4,2.220,False
2.517,30.707,4,2.240,False
2.526,30.707,4,2.240,False
2.534,30.867,4,2.260,False
2.542,30.867,4,2.260,False
2.551,30.867,4,2.260,False
2.559,31.026,4,2.280,False
2.567,31.026,4,2.280,False
2.576,31.184,4,2.300,False
2.584,31.184,4,2.300,False
2.592,31.184,4,2.300,False
2.601,31.341,4,2.320,False
2.610,31.341,4,2.320,False
2.619,31.497,4,2.340,False
2.627,31.497,4,2.340,False
2.635,31.652,4,2.360,False
2.644,31.651,4,2.360,False
2.652,31.651,4,2.360,False
2.660,31.805,4,2.380,False
2.669,31.805,4,2.380,False
2.677,31.958,4,2.400,False
2.685,31.958,4,2.400,False
2.694,32.110,4,2.420,False
2.702,32.110,4,2.420,False
2.710,32.110,4,2.420,False
2.719,32.261,4,2.440,False
2.727,32.261,4,2.440,False
2.735,32.411,4,2.460,False
2.744,32.411,4,2.460,False
2.752,32.411,4,2.460,False
2.760,32.560,4,2.480,False
2.769,32.560,4,2.480,False
2.777,32.708,4,2.500,False
2.785,32.708,4,2.500,False
2.794,32.856,4,2.520,False
2.802,32.855,4,2.520,False
2.810,32.855,4,2.520,False
2.819,33.002,4,2.540,False
2.827,33.001,4,2.540,False
2.835,33.147,4,2.560,False
2.844,33.147,4,2.560,False
2.852,33.146,4,2.560,False
2.860,33.291,4,2.580,False
2.869,33.291,4,2.580,False
2.877,33.435,4,2.600,False
2.885,33.434,4,2.600,False
2.894,33.577,4,2.620,False
2.902,33.577,4,2.620,False
2.910,33.577,4,2.620,False
2.919,33.719,4,2.640,False
2.927,33.718,4,2.640,False
2.935,33.859,4,2.660,False
2.944,33.859,4,2.660,False
2.952,33.859,4,2.660,False
2.960,33.999,4,2.680,False
2.969,33.999,4,2.680,False
2.977,34.138,4,2.700,False
2.985,34.137,4,2.700,False
2.994,34.276,4,2.720,False
3.002,34.276,4,2.720,False
3.010,34.275,4,2.720,False
3.019,34.413,4,2.740,False
3.027,34.412,4,2.740,False
3.035,34.549,4,2.760,False
3.044,34.548,4,2.760,False
3.052,34.548,4,2.760,False
3.060,34.684,4,2.780,False
3.069,34.683,4,2.780,False
3.077,34.818,4,2.800,False
3.085,34.818,4,2.800,False
3.094,34.952,4,2.820,False
3.102,34.951,4,2.820,False
3.111,34.951,4,2.820,False
3.119,35.084,4,2.840,False
3.127,35.083,4,2.840,False
3.136,35.216,4,2.860,False
3.144,35.215,4,2.860,False
3.152,35.214,4,2.860,False
3.161,35.346,4,2.880,False
3.169,35.345,4,2.880,False
3.177,35.476,4,2.900,False
3.186,35.475,4,2.900,False
3.194,35.605,4,2.920,False
3.202,35.604,4,2.920,False
3.211,35.603,4,2.920,False
3.219,35.733,4,2.940,False
3.227,35.732,4,2.940,False
3.236,35.860,4,2.960,False
3.244,35.859,4,2.960,False
3.252,35.858,4,2.960,False
3.261,35.986,4,2.980,False
3.269,35.985,4,2.980,False
3.277,36.111,4,3.000,False
3.286,36.110,4,3.000,False
3.294,36.236,4,3.020,True
